ObservationDate,sum(Confirmed),sum(Deaths),sum(Recovered),Country
2020-09,46626,301,45757,Ghana
2020-10,48055,320,47169,Ghana
2020-11,51667,323,50547,Ghana
2020-12,54771,335,53594,Ghana
2021-01,67010,416,61236,Ghana
2021-02,84023,607,77972,Ghana
2021-03,90583,743,88065,Ghana
2021-04,92562,779,90196,Ghana
2021-05,93775,784,91853,Ghana
2020-03,5,1,0,Nicaragua
2020-04,14,3,7,Nicaragua
2020-05,759,35,370,Nicaragua
2020-06,2519,83,1238,Nicaragua
2020-07,3672,116,2492,Nicaragua
2020-08,4494,137,2913,Nicaragua
2020-09,5170,151,2913,Nicaragua
2020-10,5514,156,4225,Nicaragua
2020-11,5784,160,4225,Nicaragua
2020-12,6046,165,4225,Nicaragua
2021-01,6253,169,4225,Nicaragua
2021-02,6445,173,4225,Nicaragua
2021-03,6677,178,4225,Nicaragua
2021-04,6898,182,4225,Nicaragua
2021-05,7324,186,4225,Nicaragua
2020-03,1,0,0,Guernsey
2020-03,1065,30,394,Peru
2020-04,36976,1051,10405,Peru
2020-05,300384,8489,123377,Peru
2020-06,285213,9677,174535,Peru
2020-07,423331,19791,283915,Peru
2020-08,647166,28788,455457,Peru
2020-09,811768,32396,676925,Peru
2020-10,900180,34411,822316,Peru
2020-11,962530,35923,893061,Peru
2020-12,1015137,37680,951318,Peru
2021-01,1138737,41077,1052050,Peru
2021-02,1326030,46314,1225995,Peru
2021-03,1556124,52201,1468457,Peru
2021-04,1812361,61885,1736183,Peru
2021-05,1954955,69398,1897522,Peru
2020-03,9,0,1,Benin
2020-04,64,1,33,Benin
2020-05,339,3,143,Benin
2020-06,1199,21,333,Benin
2020-07,1805,36,1036,Benin
2020-08,2145,40,1738,Benin
2020-09,2357,41,1973,Benin
2020-10,2643,41,2418,Benin
2020-11,3015,43,2839,Benin
2020-12,3251,44,3061,Benin
2021-01,3893,52,3421,Benin
2021-02,5434,70,4248,Benin
2021-03,7100,90,6452,Benin
2021-04,7821,99,7580,Benin
2021-05,8058,101,7893,Benin
2020-03,1,0,0,Sierra Leone
2020-04,124,7,21,Sierra Leone
2020-05,861,46,454,Sierra Leone
2020-06,1462,60,974,Sierra Leone
2020-07,1823,67,1362,Sierra Leone
2020-08,2022,70,1594,Sierra Leone
2020-09,2231,72,1687,Sierra Leone
2020-10,2366,74,1800,Sierra Leone
2020-11,2412,74,1836,Sierra Leone
2020-12,2611,76,1892,Sierra Leone
2021-01,3593,79,2282,Sierra Leone
2021-02,3887,79,2621,Sierra Leone
2021-03,3980,79,2812,Sierra Leone
2021-04,4054,79,3076,Sierra Leone
2021-05,4141,79,3131,Sierra Leone
2020-01,0,0,0,China
2020-02,0,0,0,China
2020-03,0,0,0,China
2020-01,1,0,0,India
2020-02,3,0,3,India
2020-03,1397,35,123,India
2020-04,34863,1154,9068,India
2020-05,190609,5408,91852,India
2020-06,864011,25150,482651,India
2020-07,1702820,36511,1094374,India
2020-08,3691436,65288,2839882,India
2020-09,6312584,98678,5273201,India
2020-10,8184082,122111,7491513,India
2020-11,9462809,137621,8889585,India
2020-12,10266674,148738,9860280,India
2021-01,10757610,154392,10434983,India
2021-02,11112241,157157,10786452,India
2021-03,12221665,162927,11474683,India
2021-04,19164969,211853,15684406,India
2021-05,27894800,325972,25454320,India
2020-03,1,0,0,Curacao
2020-03,14,0,1,Bahamas
2020-04,81,11,25,Bahamas
2020-05,102,11,48,Bahamas
2020-06,104,11,87,Bahamas
2020-07,574,14,91,Bahamas
2020-08,2217,50,801,Bahamas
2020-09,4123,96,2206,Bahamas
2020-10,6714,144,4422,Bahamas
2020-11,7541,163,5889,Bahamas
2020-12,7871,170,6230,Bahamas
2021-01,8174,176,6771,Bahamas
2021-02,8519,179,7309,Bahamas
2021-03,9119,188,8597,Bahamas
2021-04,10453,199,9494,Bahamas
2021-05,11745,229,10642,Bahamas
2020-02,1,0,0,Belarus
2020-03,152,1,47,Belarus
2020-04,14027,89,2386,Belarus
2020-05,42556,235,18514,Belarus
2020-06,62118,392,46054,Belarus
2020-07,67808,559,62444,Belarus
2020-08,71843,681,70468,Belarus
2020-09,78631,833,74525,Belarus
2020-10,98482,980,86663,Belarus
2020-11,136647,1158,114341,Belarus
2020-12,194284,1424,175147,Belarus
2021-01,248336,1718,235838,Belarus
2021-02,287306,1976,277995,Belarus
2021-03,321807,2247,312320,Belarus
2021-04,358738,2542,349013,Belarus
2021-05,392629,2831,383380,Belarus
2020-02,45,0,0,Kuwait
2020-03,289,0,73,Kuwait
2020-04,4024,26,1539,Kuwait
2020-05,27043,212,11386,Kuwait
2020-06,46195,354,37030,Kuwait
2020-07,66957,447,57932,Kuwait
2020-08,85109,531,77224,Kuwait
2020-09,105182,610,96688,Kuwait
2020-10,125926,779,116862,Kuwait
2020-11,142635,880,137071,Kuwait
2020-12,150584,934,146517,Kuwait
2021-01,165257,959,157931,Kuwait
2021-02,190852,1083,179209,Kuwait
2021-03,232103,1313,216580,Kuwait
2021-04,273991,1563,257261,Kuwait
2021-05,306717,1764,291521,Kuwait
2020-03,169,0,2,Malta
2020-04,465,4,351,Malta
2020-05,618,9,534,Malta
2020-06,670,9,640,Malta
2020-07,824,9,665,Malta
2020-08,1883,12,1400,Malta
2020-09,3058,35,2562,Malta
2020-10,6042,62,4155,Malta
2020-11,9873,137,7665,Malta
2020-12,12774,219,11121,Malta
2021-01,17903,267,14960,Malta
2021-02,22482,315,19447,Malta
2021-03,29033,392,27812,Malta
2021-04,30292,413,29548,Malta
2021-05,30529,419,30043,Malta
2020-03,1,0,0,Timor-Leste
2020-04,24,0,16,Timor-Leste
2020-05,24,0,24,Timor-Leste
2020-06,24,0,24,Timor-Leste
2020-07,24,0,24,Timor-Leste
2020-08,27,0,25,Timor-Leste
2020-09,28,0,28,Timor-Leste
2020-10,30,0,29,Timor-Leste
2020-11,30,0,30,Timor-Leste
2020-12,44,0,35,Timor-Leste
2021-01,70,0,55,Timor-Leste
2021-02,113,0,90,Timor-Leste
2021-03,604,0,189,Timor-Leste
2021-04,2276,3,1209,Timor-Leste
2021-05,6752,16,3915,Timor-Leste
2020-04,14,0,4,Sao Tome and Principe
2020-05,483,12,68,Sao Tome and Principe
2020-06,714,13,236,Sao Tome and Principe
2020-07,871,15,778,Sao Tome and Principe
2020-08,896,15,851,Sao Tome and Principe
2020-09,911,15,886,Sao Tome and Principe
2020-10,945,16,904,Sao Tome and Principe
2020-11,991,17,933,Sao Tome and Principe
2020-12,1014,17,971,Sao Tome and Principe
2021-01,1257,17,1023,Sao Tome and Principe
2021-02,1786,29,1382,Sao Tome and Principe
2021-03,2223,34,2092,Sao Tome and Principe
2021-04,2302,35,2241,Sao Tome and Principe
2021-05,2345,37,2291,Sao Tome and Principe
2020-03,5,0,1,Somalia
2020-04,601,28,31,Somalia
2020-05,1976,78,348,Somalia
2020-06,2924,90,910,Somalia
2020-07,3212,93,1562,Somalia
2020-08,3310,98,2481,Somalia
2020-09,3588,99,2946,Somalia
2020-10,3941,104,3185,Somalia
2020-11,4451,113,3417,Somalia
2020-12,4714,130,3612,Somalia
2021-01,4784,130,3666,Somalia
2021-02,7257,239,3808,Somalia
2021-03,11398,529,4819,Somalia
2021-04,13915,713,5847,Somalia
2021-05,14653,768,6726,Somalia
2020-10,2,0,0,Marshall Islands
2020-11,4,0,1,Marshall Islands
2020-12,4,0,4,Marshall Islands
2021-01,4,0,4,Marshall Islands
2021-02,4,0,4,Marshall Islands
2021-03,4,0,4,Marshall Islands
2021-04,4,0,4,Marshall Islands
2021-05,4,0,4,Marshall Islands
2020-03,2738,12,156,Chile
2020-04,16023,227,8580,Chile
2020-05,149267,1563,64234,Chile
2020-06,279393,6976,473341,Chile
2020-07,355681,9457,328364,Chile
2020-08,411738,11289,383889,Chile
2020-09,462994,12741,436591,Chile
2020-10,510297,14207,486646,Chile
2020-11,551747,15410,526608,Chile
2020-12,610149,16608,577383,Chile
2021-01,727117,18452,681983,Chile
2021-02,824628,20572,780533,Chile
2021-03,995543,23135,931275,Chile
2021-04,1198245,26354,1129351,Chile
2021-05,1369615,29047,1295500,Chile
2020-03,3,0,0,Puerto Rico
2020-04,15,0,0,Tajikistan
2020-05,3930,47,2004,Tajikistan
2020-06,5900,52,4506,Tajikistan
2020-07,7409,60,6193,Tajikistan
2020-08,8583,68,7376,Tajikistan
2020-09,9769,76,8572,Tajikistan
2020-10,11017,82,10233,Tajikistan
2020-11,12194,86,11599,Tajikistan
2020-12,13296,90,12851,Tajikistan
2021-01,13308,90,13218,Tajikistan
2021-02,13308,90,13218,Tajikistan
2021-03,13308,90,13218,Tajikistan
2021-04,13308,90,13218,Tajikistan
2021-05,13308,90,13218,Tajikistan
2020-03,32,1,0,Martinique
2020-03,1,0,0,Cayman Islands
2020-02,6,0,0,Croatia
2020-03,867,6,67,Croatia
2020-04,2076,69,1348,Croatia
2020-05,2246,103,2072,Croatia
2020-06,2777,107,2155,Croatia
2020-07,5139,145,4267,Croatia
2020-08,10269,186,7434,Croatia
2020-09,16593,280,15057,Croatia
2020-10,49316,546,32818,Croatia
2020-11,128442,1786,105199,Croatia
2020-12,210837,3920,198018,Croatia
2021-01,232426,5027,224476,Croatia
2021-02,242973,5526,234234,Croatia
2021-03,271632,5947,254379,Croatia
2021-04,332183,7081,310595,Croatia
2021-05,355955,8002,345396,Croatia
2020-03,2,0,0,Burundi
2020-04,11,1,4,Burundi
2020-05,63,1,33,Burundi
2020-06,170,1,115,Burundi
2020-07,387,1,304,Burundi
2020-08,445,1,357,Burundi
2020-09,508,1,472,Burundi
2020-10,585,1,511,Burundi
2020-11,688,1,575,Burundi
2020-12,818,2,687,Burundi
2021-01,1632,2,773,Burundi
2021-02,2209,3,773,Burundi
2021-03,2810,6,773,Burundi
2021-04,3995,6,773,Burundi
2021-05,4715,6,773,Burundi
2020-02,1,0,0,Nigeria
2020-03,135,2,8,Nigeria
2020-04,1932,58,319,Nigeria
2020-05,10162,287,3007,Nigeria
2020-06,25694,590,9746,Nigeria
2020-07,43151,879,19565,Nigeria
2020-08,54008,1013,41638,Nigeria
2020-09,58848,1112,50358,Nigeria
2020-10,62853,1144,58675,Nigeria
2020-11,67557,1173,63282,Nigeria
2020-12,87607,1289,73713,Nigeria
2021-01,131242,1586,104989,Nigeria
2021-02,155657,1907,133768,Nigeria
2021-03,162891,2057,151648,Nigeria
2021-04,165110,2063,155101,Nigeria
2021-05,166285,2071,156557,Nigeria
2020-03,376,12,10,Andorra
2020-04,745,42,468,Andorra
2020-05,764,51,694,Andorra
2020-06,855,52,799,Andorra
2020-07,925,52,807,Andorra
2020-08,1176,53,908,Andorra
2020-09,2050,53,1432,Andorra
2020-10,4756,75,3475,Andorra
2020-11,6745,76,5873,Andorra
2020-12,8049,84,7432,Andorra
2021-01,9937,101,9093,Andorra
2021-02,10866,110,10446,Andorra
2021-03,12010,115,11315,Andorra
2021-04,13232,125,12684,Andorra
2021-05,13693,127,13416,Andorra
2020-03,107,6,0,Bolivia
2020-04,1110,59,117,Bolivia
2020-05,9982,313,968,Bolivia
2020-06,33219,1123,9340,Bolivia
2020-07,76789,2977,23582,Bolivia
2020-08,116598,5027,60408,Bolivia
2020-09,135311,7965,95529,Bolivia
2020-10,141757,8725,111503,Bolivia
2020-11,144708,8957,121702,Bolivia
2020-12,160124,9165,132097,Bolivia
2021-01,216835,10379,159222,Bolivia
2021-02,249010,11649,193032,Bolivia
2021-03,272411,12257,221962,Bolivia
2021-04,303732,12951,250380,Bolivia
2021-05,366714,14435,291325,Bolivia
2020-03,16,1,0,Gabon
2020-04,276,3,67,Gabon
2020-05,2655,17,722,Gabon
2020-06,5394,42,2420,Gabon
2020-07,7352,49,4943,Gabon
2020-08,8533,53,7264,Gabon
2020-09,8766,54,8005,Gabon
2020-10,8968,55,8698,Gabon
2020-11,9214,60,9066,Gabon
2020-12,9571,64,9388,Gabon
2021-01,10748,68,10260,Gabon
2021-02,14564,83,13143,Gabon
2021-03,19550,118,16609,Gabon
2021-04,23075,139,19629,Gabon
2021-05,24365,150,21791,Gabon
2020-01,2,0,0,Italy
2020-02,1128,29,46,Italy
2020-03,105792,12428,15729,Italy
2020-04,205463,27967,75945,Italy
2020-05,455116,64531,270241,Italy
2020-06,241112,34831,190257,Italy
2020-07,247537,35142,199975,Italy
2020-08,269214,35483,208632,Italy
2020-09,314861,35894,227704,Italy
2020-10,679430,38618,289426,Italy
2020-11,1601554,55576,757507,Italy
2020-12,2107166,74159,1463754,Italy
2021-01,2553032,88516,2010548,Italy
2021-02,2925265,97699,2405199,Italy
2021-03,3584899,109346,2913045,Italy
2021-04,4022653,120807,3465576,Italy
2021-05,4213055,126002,3845087,Italy
2020-03,9,0,0,Suriname
2020-04,10,1,8,Suriname
2020-05,23,1,9,Suriname
2020-06,515,13,227,Suriname
2020-07,1650,26,1080,Suriname
2020-08,4034,71,3140,Suriname
2020-09,4877,104,4695,Suriname
2020-10,5203,111,5060,Suriname
2020-11,5312,117,5194,Suriname
2020-12,6210,122,5731,Suriname
2021-01,8438,154,7671,Suriname
2021-02,8929,172,8406,Suriname
2021-03,9122,177,8598,Suriname
2021-04,10363,204,9336,Suriname
2021-05,14515,288,11459,Suriname
2020-02,1,0,0,Lithuania
2020-03,468,4,1,Lithuania
2020-04,1375,32,577,Lithuania
2020-05,1667,54,1279,Lithuania
2020-06,1812,61,1525,Lithuania
2020-07,2069,63,1655,Lithuania
2020-08,2900,69,1964,Lithuania
2020-09,4688,77,2845,Lithuania
2020-10,14815,152,5485,Lithuania
2020-11,61311,620,28028,Lithuania
2020-12,141955,1796,96800,Lithuania
2021-01,182543,2808,162392,Lithuania
2021-02,199145,3244,184785,Lithuania
2021-03,216119,3574,199023,Lithuania
2021-04,247269,3923,222436,Lithuania
2021-05,273866,4245,254322,Lithuania
2020-02,15,0,0,Norway
2020-03,4641,39,13,Norway
2020-04,7738,210,32,Norway
2020-05,8440,236,7727,Norway
2020-06,8879,250,8138,Norway
2020-07,9240,255,8752,Norway
2020-08,10782,264,9348,Norway
2020-09,14027,274,11190,Norway
2020-10,20331,282,11863,Norway
2020-11,36150,332,17998,Norway
2020-12,49567,436,17998,Norway
2021-01,62966,564,17998,Norway
2021-02,71006,622,17998,Norway
2021-03,96079,673,17998,Norway
2021-04,112970,756,17998,Norway
2021-05,124655,783,17998,Norway
2020-02,45,0,2,Spain
2020-03,95923,8464,19259,Spain
2020-04,236899,24543,132929,Spain
2020-05,468456,55889,441575,Spain
2020-06,249276,28622,150376,Spain
2020-07,288522,28449,150376,Spain
2020-08,462858,29094,150376,Spain
2020-09,769188,31791,150376,Spain
2020-10,1185678,35878,150376,Spain
2020-11,1648187,45069,150376,Spain
2020-12,1928265,50837,150376,Spain
2021-01,2743119,58319,150376,Spain
2021-02,3188553,69142,150376,Spain
2021-03,3330191,75487,150376,Spain
2021-04,3524077,78216,150376,Spain
2021-05,3668658,79908,150376,Spain
2020-03,186,6,8,Cuba
2020-04,1501,61,681,Cuba
2020-05,2045,83,1809,Cuba
2020-06,2341,86,2214,Cuba
2020-07,2608,87,2355,Cuba
2020-08,4032,94,3378,Cuba
2020-09,5597,122,4893,Cuba
2020-10,6887,128,6245,Cuba
2020-11,8284,135,7631,Cuba
2020-12,11863,146,10125,Cuba
2021-01,26686,214,20863,Cuba
2021-02,49779,322,45242,Cuba
2021-03,75263,424,70614,Cuba
2021-04,106707,644,100603,Cuba
2021-05,140087,943,132910,Cuba
2020-03,6,1,2,Mauritania
2020-04,8,1,6,Mauritania
2020-05,530,23,27,Mauritania
2020-06,4363,129,1622,Mauritania
2020-07,6310,157,4962,Mauritania
2020-08,7048,159,6464,Mauritania
2020-09,7502,161,7120,Mauritania
2020-10,7703,163,7433,Mauritania
2020-11,8601,177,7732,Mauritania
2020-12,14364,347,11380,Mauritania
2021-01,16635,422,15676,Mauritania
2021-02,17207,441,16563,Mauritania
2021-03,17847,449,17093,Mauritania
2021-04,18402,455,17687,Mauritania
2021-05,19463,463,18431,Mauritania
2020-03,53,0,0,Guadeloupe
2020-02,3,0,0,Denmark
2020-03,4365,103,78,Denmark
2020-04,9356,452,6741,Denmark
2020-05,11869,574,10560,Denmark
2020-06,12968,605,11849,Denmark
2020-07,14028,615,12780,Denmark
2020-08,17410,624,15593,Denmark
2020-09,28479,650,21197,Denmark
2020-10,46863,721,35020,Denmark
2020-11,81002,837,64031,Denmark
2020-12,164116,1298,127844,Denmark
2021-01,199156,2126,187996,Denmark
2021-02,211883,2362,202868,Denmark
2021-03,231295,2420,219676,Denmark
2021-04,251249,2484,238450,Denmark
2021-05,280183,2517,264320,Denmark
2020-03,3,0,0,Central African Republic
2020-04,50,0,10,Central African Republic
2020-05,1011,2,23,Central African Republic
2020-06,3745,47,787,Central African Republic
2020-07,4608,59,1606,Central African Republic
2020-08,4711,62,1790,Central African Republic
2020-09,4829,62,1914,Central African Republic
2020-10,4866,62,1924,Central African Republic
2020-11,4913,63,1924,Central African Republic
2020-12,4963,63,1924,Central African Republic
2021-01,4981,63,4885,Central African Republic
2021-02,5004,63,4920,Central African Republic
2021-03,5161,67,4957,Central African Republic
2021-04,6411,88,5112,Central African Republic
2021-05,7085,98,6665,Central African Republic
2020-03,27,3,0,Niger
2020-04,719,32,452,Niger
2020-05,958,64,839,Niger
2020-06,1075,67,943,Niger
2020-07,1136,69,1028,Niger
2020-08,1176,69,1088,Niger
2020-09,1197,69,1114,Niger
2020-10,1220,69,1137,Niger
2020-11,1548,72,1210,Niger
2020-12,3323,104,1825,Niger
2021-01,4517,159,3755,Niger
2021-02,4740,172,4250,Niger
2021-03,5001,186,4590,Niger
2021-04,5228,191,4851,Niger
2021-05,5410,192,5083,Niger
2020-03,51,5,25,Bangladesh
2020-04,7667,168,160,Bangladesh
2020-05,47153,650,9781,Bangladesh
2020-06,145483,1847,59624,Bangladesh
2020-07,237661,3111,135136,Bangladesh
2020-08,312996,4281,204887,Bangladesh
2020-09,363479,5251,275487,Bangladesh
2020-10,407684,5923,324145,Bangladesh
2020-11,464932,6644,380711,Bangladesh
2020-12,513510,7559,457459,Bangladesh
2021-01,535139,8127,479744,Bangladesh
2021-02,546216,8408,496924,Bangladesh
2021-03,611295,9046,542099,Bangladesh
2021-04,759132,11450,681426,Bangladesh
2021-05,797386,12549,737408,Bangladesh
2020-03,34,0,0,Barbados
2020-04,81,7,39,Barbados
2020-05,92,7,76,Barbados
2020-06,97,7,90,Barbados
2020-07,110,7,96,Barbados
2020-08,174,7,146,Barbados
2020-09,190,7,179,Barbados
2020-10,237,7,221,Barbados
2020-11,276,7,250,Barbados
2020-12,383,7,319,Barbados
2021-01,1545,14,1158,Barbados
2021-02,3068,33,2407,Barbados
2021-03,3652,42,3465,Barbados
2021-04,3855,44,3768,Barbados
2021-05,4012,47,3922,Barbados
2020-01,7,0,0,US
2020-02,106,1,7,US
2020-03,189088,3931,7226,US
2020-04,1070403,63358,153947,US
2020-05,1791798,104656,444758,US
2020-06,2646850,127328,720636,US
2020-07,4576721,153454,1438160,US
2020-08,6045000,183763,2184825,US
2020-09,7257599,207142,2840688,US
2020-10,9193017,231441,3612478,US
2020-11,13689953,271020,5146319,US
2020-12,20099363,352163,6399531,US
2021-01,26247053,449449,0,US
2021-02,28648744,515260,0,US
2021-03,30462210,552661,0,US
2021-04,32348056,576539,0,US
2021-05,33251939,594344,0,US
2020-02,593,43,123,Iran
2020-03,44605,2898,14656,Iran
2020-04,94640,6028,75103,Iran
2020-05,151466,7797,118848,Iran
2020-06,227662,10817,188758,Iran
2020-07,304204,16766,263519,Iran
2020-08,375212,21571,323233,Iran
2020-09,457219,26169,380956,Iran
2020-10,612772,34864,481930,Iran
2020-11,962070,48246,668151,Iran
2020-12,1225142,55223,988833,Iran
2021-01,1417999,57959,1210051,Iran
2021-02,1631169,60073,1393125,Iran
2021-03,1885564,62665,1617333,Iran
2021-04,2499077,71758,1954321,Iran
2021-05,2893218,79741,2425033,Iran
2020-02,1,0,0,Ireland
2020-03,3235,71,5,Ireland
2020-04,20612,1232,13386,Ireland
2020-05,24990,1652,22089,Ireland
2020-06,25473,1736,23364,Ireland
2020-07,26065,1764,23364,Ireland
2020-08,28811,1777,23364,Ireland
2020-09,36155,1804,23364,Ireland
2020-10,61456,1913,23364,Ireland
2020-11,72544,2053,23364,Ireland
2020-12,91779,2237,23364,Ireland
2021-01,196547,3307,23364,Ireland
2021-02,219592,4319,23364,Ireland
2021-03,235854,4687,23364,Ireland
2021-04,248870,4903,23364,Ireland
2021-05,254870,4941,23364,Ireland
2020-03,68,0,0,Liechtenstein
2020-04,82,1,55,Liechtenstein
2020-05,82,1,55,Liechtenstein
2020-06,86,2,81,Liechtenstein
2020-07,88,1,85,Liechtenstein
2020-08,107,1,97,Liechtenstein
2020-09,118,1,113,Liechtenstein
2020-10,533,3,347,Liechtenstein
2020-11,1270,16,1088,Liechtenstein
2020-12,2136,39,1810,Liechtenstein
2021-01,2493,52,2352,Liechtenstein
2021-02,2567,54,2484,Liechtenstein
2021-03,2670,56,2568,Liechtenstein
2021-04,2926,57,2792,Liechtenstein
2021-05,3008,58,2929,Liechtenstein
2020-01,19,0,8,Thailand
2020-02,42,0,28,Thailand
2020-03,1651,10,342,Thailand
2020-04,2954,54,2687,Thailand
2020-05,3081,57,2963,Thailand
2020-06,3171,58,3056,Thailand
2020-07,3310,58,3125,Thailand
2020-08,3412,58,3252,Thailand
2020-09,3569,59,3379,Thailand
2020-10,3784,59,3592,Thailand
2020-11,4008,60,3811,Thailand
2020-12,7163,63,4273,Thailand
2021-01,19618,77,12514,Thailand
2021-02,26031,83,25324,Thailand
2021-03,28863,94,26873,Thailand
2021-04,65153,203,26873,Thailand
2021-05,151842,988,26873,Thailand
2020-03,9,0,0,Laos
2020-04,19,0,8,Laos
2020-05,19,0,16,Laos
2020-06,19,0,19,Laos
2020-07,20,0,19,Laos
2020-08,22,0,21,Laos
2020-09,23,0,22,Laos
2020-10,24,0,22,Laos
2020-11,39,0,26,Laos
2020-12,41,0,40,Laos
2021-01,44,0,41,Laos
2021-02,45,0,42,Laos
2021-03,49,0,45,Laos
2021-04,757,0,51,Laos
2021-05,1908,3,1402,Laos
2020-03,4,0,0,Bhutan
2020-04,7,0,5,Bhutan
2020-05,43,0,6,Bhutan
2020-06,77,0,48,Bhutan
2020-07,101,0,89,Bhutan
2020-08,225,0,142,Bhutan
2020-09,282,0,222,Bhutan
2020-10,349,0,324,Bhutan
2020-11,410,0,381,Bhutan
2020-12,670,0,448,Bhutan
2021-01,859,1,814,Bhutan
2021-02,867,1,865,Bhutan
2021-03,873,1,869,Bhutan
2021-04,1074,1,961,Bhutan
2021-05,1603,1,1241,Bhutan
2020-03,98,8,2,Democratic Republic of the Congo
2020-04,572,31,73,Democratic Republic of the Congo
2020-05,3070,72,448,Democratic Republic of the Congo
2020-06,7039,170,1426,Democratic Republic of the Congo
2020-07,9070,215,6796,Democratic Republic of the Congo
2020-08,10097,258,9133,Democratic Republic of the Congo
2020-09,10659,272,10139,Democratic Republic of the Congo
2020-10,11306,307,10585,Democratic Republic of the Congo
2020-11,12772,333,11585,Democratic Republic of the Congo
2020-12,17658,591,14701,Democratic Republic of the Congo
2021-01,22771,671,15031,Democratic Republic of the Congo
2021-02,25913,707,18951,Democratic Republic of the Congo
2021-03,28142,743,25444,Democratic Republic of the Congo
2021-04,29853,766,26219,Democratic Republic of the Congo
2021-05,31416,782,27665,Democratic Republic of the Congo
2020-02,1,0,0,Monaco
2020-03,52,1,2,Monaco
2020-04,95,4,64,Monaco
2020-05,99,4,90,Monaco
2020-06,103,4,95,Monaco
2020-07,120,4,105,Monaco
2020-08,154,4,116,Monaco
2020-09,218,4,181,Monaco
2020-10,359,2,273,Monaco
2020-11,609,3,556,Monaco
2020-12,875,3,708,Monaco
2021-01,1489,13,1257,Monaco
2021-02,1956,24,1710,Monaco
2021-03,2288,28,2115,Monaco
2021-04,2454,32,2368,Monaco
2021-05,2503,32,2463,Monaco
2020-03,617,36,24,Morocco
2020-04,4423,170,984,Morocco
2020-05,7807,205,5459,Morocco
2020-06,12533,228,8920,Morocco
2020-07,24322,353,17658,Morocco
2020-08,62590,1141,47595,Morocco
2020-09,123653,2194,102715,Morocco
2020-10,219084,3695,181275,Morocco
2020-11,356336,5846,305291,Morocco
2020-12,439193,7388,407504,Morocco
2021-01,471157,8275,449160,Morocco
2021-02,483654,8623,469046,Morocco
2021-03,496097,8818,483363,Morocco
2021-04,511249,9023,497621,Morocco
2021-05,518868,9138,506740,Morocco
2020-03,1181,30,9,Panama
2020-04,6532,188,576,Panama
2020-05,13463,336,9514,Panama
2020-06,33550,631,15745,Panama
2020-07,65256,1421,39166,Panama
2020-08,92982,2002,66173,Panama
2020-09,112595,2372,89061,Panama
2020-10,133598,2700,110552,Panama
2020-11,165806,3079,144462,Panama
2020-12,246790,4022,195138,Panama
2021-01,320379,5270,276417,Panama
2021-02,340915,5845,326213,Panama
2021-03,355051,6114,343904,Panama
2021-04,364576,6232,354385,Panama
2021-05,377428,6369,364783,Panama
2020-03,6,1,0,Cape Verde
2020-04,121,1,4,Cape Verde
2020-05,435,4,193,Cape Verde
2020-06,1227,15,629,Cape Verde
2020-07,2451,23,1824,Cape Verde
2020-08,3884,40,2916,Cape Verde
2020-09,6024,60,5277,Cape Verde
2020-10,8793,95,7981,Cape Verde
2020-11,10761,105,10329,Cape Verde
2020-12,11840,113,11559,Cape Verde
2021-01,14070,134,13144,Cape Verde
2021-02,15400,147,14814,Cape Verde
2021-03,17470,168,16277,Cape Verde
2021-04,23882,217,20565,Cape Verde
2021-05,30273,263,28320,Cape Verde
2020-01,12,0,0,Hong Kong
2020-02,95,2,33,Hong Kong
2020-03,714,4,128,Hong Kong
2020-04,1037,4,846,Hong Kong
2020-05,1084,4,1037,Hong Kong
2020-06,1205,7,1107,Hong Kong
2020-07,3272,27,1751,Hong Kong
2020-08,4810,89,4342,Hong Kong
2020-09,5087,105,4827,Hong Kong
2020-10,5323,105,5089,Hong Kong
2020-11,6314,109,5344,Hong Kong
2020-12,8846,148,7813,Hong Kong
2021-01,10452,181,9423,Hong Kong
2021-02,11005,199,10536,Hong Kong
2021-03,11467,205,11095,Hong Kong
2021-04,11774,209,11416,Hong Kong
2021-05,11837,210,11571,Hong Kong
2020-03,645,17,10,Ukraine
2020-04,10406,261,1238,Ukraine
2020-05,23672,708,9538,Ukraine
2020-06,45254,1173,19792,Ukraine
2020-07,71404,1717,39945,Ukraine
2020-08,124132,2605,59162,Ukraine
2020-09,214446,4221,95829,Ukraine
2020-10,399330,7399,165902,Ukraine
2020-11,752343,12731,360360,Ukraine
2020-12,1086997,19281,736611,Ukraine
2021-01,1261546,23860,1054177,Ukraine
2021-02,1395528,27404,1212795,Ukraine
2021-03,1725029,34456,1360944,Ukraine
2021-04,2124070,45923,1705967,Ukraine
2021-05,2257904,52414,2084477,Ukraine
2020-03,135,3,39,Venezuela
2020-04,333,16,142,Venezuela
2020-05,1510,14,302,Venezuela
2020-06,5832,51,1649,Venezuela
2020-07,18574,164,10421,Venezuela
2020-08,46728,386,38112,Venezuela
2020-09,75122,628,65225,Venezuela
2020-10,92013,798,86773,Venezuela
2020-11,102394,897,97326,Venezuela
2020-12,113558,1028,107583,Venezuela
2021-01,126927,1189,118887,Venezuela
2021-02,139116,1344,130834,Venezuela
2021-03,160497,1602,147846,Venezuela
2021-04,197683,2136,179200,Venezuela
2021-05,231443,2615,213365,Venezuela
2020-02,7,0,0,Israel
2020-03,5717,21,210,Israel
2020-04,15896,225,8924,Israel
2020-05,17079,287,14675,Israel
2020-06,25438,327,16735,Israel
2020-07,71734,564,47225,Israel
2020-08,116906,953,94369,Israel
2020-09,247411,1604,177829,Israel
